Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
7056,ca-2017-165330,11/12/2017,11/12/2017,sAMe DaY,Wb-21850,wILlIam BROwN,cOnSumER,unITeD STaTEs,ANahEim,CALIFORnIa,92804.0,WesT,ofF-bi-10002824,ofFice SUpplIES,bINdERs,reCYClEd eaSeL riNG BIndERS,35.808
7057,CA-2017-165330,11/12/2017,11/12/2017,Same day,WB-21850,wiLLIam BROwN,COnsumEr,uniTed STATES,anAhEim,CALiFoRNia,92804.0,wESt,OfF-bi-10004001,OfFiCe SuPpLiEs,BinDerS,Gbc reCycLEd VEloBIndEr CoVeRS, 122.688 
7058,CA-2017-165330,11/12/2017,11/12/2017,sAme Day,WB-21850,WIlliaM BRoWn,CoNSUMeR,uniTed STates,anaheIm,caliFOrnIA,92804.0,WESt,fur-TA-10004619,furNituRE,TablES,HOn nOn-FOldINg UtiLity TAblES,892.136
7059,cA-2017-165330,11/12/2017,11/12/2017,samE DAY,wb-21850,WIlLiaM Brown,ConsuMeR,uniTeD staTes,ANAhEIM,CalIFORNiA,92804.0,west,oFf-St-10000636,OFFIcE sUpPLIEs,sTOrAGE,RogErs pROfIlE extRA CaPacITy stORAgE tUB, 50.22 
7060,ca-2017-165330,11/12/2017,11/12/2017,SAME DAY,wB-21850,WiLliam BRoWN,COnsUmeR,UniteD staTES,aNaheIm,CAliforniA,92804.0,West,off-aP-10001469,offiCe supPLIeS,aPPLiAnCES,FelloweS 8 outLEt supERIoR WoRkStAtION suRGe prOTECTOR,83.42
7061,CA-2017-165330,11/12/2017,11/12/2017,SAme daY,wB-21850,wilLIaM bRoWN,CoNsuMEr,unITeD STATeS,anAhEim,CAlifOrniA,92804.0,WeST,ofF-bI-10002897,OFfICE sUpPLIEs,BIndeRs,"blACk avERy MEmO-size 3-RiNg BindeR, 5 1/2"" x 8 1/2""",5.872
7062,Ca-2016-132633,03/02/2016,05/02/2016,sECOND clAss,Kh-16630,kEn HeIDEL,corporatE,uNIted StATEs,PleaSant grOVe,uTaH,84062.0,wEst,Off-bi-10002432,oFfiCE suPPLiEs,bindErS,wILSon JONes StAndArd D-riNG BinDERs,12.144
7063,ca-2017-157742,29/12/2017,31/12/2017,sECOND ClAss,kl-16645,KeN lONsDAlE,CONsUmEr,UNITEd STates,SPRiNgFIELd,oREgon,97477.0,weSt,OFf-En-10002592,oFFicE SUpPLIEs,EnVeloPES,"PeEl & seEl ReCycLed catALOG ENveLopes, bROwn",27.792
7064,Ca-2018-127712,31/08/2018,05/09/2018,sTAndARd clASs,MG-17890,miChaEl grANluNd,HoME oFfIce,UnITed STaTes,SALEM,OReGoN,97301.0,wesT,OFf-su-10002522,OffIcE sUPPLieS,SUpPLies,AcME kLEEn eARTH OFFIce SheaRS, 6.208 
7065,ca-2018-169474,04/02/2018,09/02/2018,StandARD ClaSs,JF-15355,JAy fein,ConsumeR,UNiTeD stAtEs,rOCHeSTeR,NEw York,14609.0,east,off-ap-10003971,oFFIce sUPpLiES,aPpliaNCEs,beLKiN 6 OuTlet meTALlic SURge StRIP,32.67
7066,Ca-2015-106726,06/12/2015,08/12/2015,FIrst ClaSs,rs-19765,rOLAND SchWarZ,cOrPOrAte,united sTAtes,loS anGelEs,cALIfOrnia,90008.0,WEst,ofF-st-10001496,OFfICe SupPLIeS,sToRAge,sTANDarD rOllaway fIle WiTh locK, 1261.33 
7067,ca-2017-147473,30/05/2017,03/06/2017,StaNDARD ClASs,NL-18310,NaNCY loMONaCO,hoMe OFfiCE,uNItED sTATEs,lOS ANGElES,calIfoRNiA,90049.0,wEST,off-pa-10004782,OFFIcE sUPPLIeS,pApER,XERox 228, 38.88 
7068,CA-2017-114209,21/05/2017,26/05/2017,STanDarD ClASs,AS-10285,aLejanDRo SAvELY,CorpoRAtE,uNited stateS,DALlaS,tEXaS,75081.0,CENtrAl,Off-BI-10000343,OFfICE SupPLieS,binderS,"preSSBoaRD COvErs wItH stORagE HOoks, 9 1/2"" X 11"", lIGhT bLUe", 1.964 
7069,CA-2017-114209,21/05/2017,26/05/2017,StanDArD clAsS,As-10285,ALejAndRO SAvELY,cOrPoRate,uNItEd StATeS,dALlAS,tEXas,75081.0,CEnTRal,ofF-pA-10003591,oFFICe sUPPlieS,paPer,SOUThWorTH 100% cotTon THe BESt PaPER,82.656
7070,ca-2015-141901,09/08/2015,14/08/2015,StaNdaRD ClAss,GM-14500,gene McClUre,conSUmeR,unITed stAtes,FResNo,cAliFoRNIa,93727.0,wesT,off-pa-10001667,OfFICE suPpLieS,PaPER,GrEaT whITE mulTi-usE ReCycLEd PAper (20lB. anD 84 BrIGHt),5.98
7071,ca-2017-164490,05/09/2017,10/09/2017,SecONd claSs,Su-20665,STePhAnie ULPRiGht,hOmE OFFIcE,uniTeD STatES,chICaGO,IlLINoiS,60653.0,ceNTrAl,OFF-PA-10004971,OFFiCe SuPpliEs,pApeR,XEROX 196,9.248
7072,CA-2017-112256,23/07/2017,28/07/2017,StaNDaRD cLasS,Ck-12205,chLORis KaSTENSMIdt,cOnsumeR,uniteD sTaTeS,MCaLleN,TExaS,78501.0,CenTRaL,OfF-aR-10001216,OFFiCE SupPlIes,arT,nEWell 339, 4.448 
7073,cA-2017-112256,23/07/2017,28/07/2017,StAndarD ClaSs,ck-12205,CHLOrIS kaStENsMidt,coNsUmEr,uNItEd STaTes,mCalLeN,tEXaS,78501.0,CentrAL,oFf-pA-10004355,OfFicE supPliEs,papeR,xEroX 231,5.184
7074,ca-2017-112256,23/07/2017,28/07/2017,stanDaRD CLasS,cK-12205,CHlorIs kASTeNSMidt,COnsumEr,uniTeD STAteS,mCALleN,texas,78501.0,CentrAl,oFf-Ar-10001953,OfFiCE SuPPLIes,ART,BOstON 1645 DeluXE heaViER-duTy elEcTRic PeNcil shARpENEr, 175.92 
7075,CA-2017-112256,23/07/2017,28/07/2017,StANdArd ClaSs,ck-12205,chlORiS KaStENSmIdT,cONSUmeR,uNiTED sTatES,mCAlleN,TExas,78501.0,CeNtrAL,ofF-BI-10004364,ofFICE SUpPLIeS,binDerS,sTOrex DURA PRO BInDERs,4.752
7076,cA-2017-112256,23/07/2017,28/07/2017,sTAnDArd cLASS,Ck-12205,cHlOrIS kASTeNsmIdt,COnsuMer,unItEd STaTeS,mcaLleN,tExAs,78501.0,ceNTRaL,OFF-su-10001165,oFfIce SupplIEs,SuPPLIes,aCMe EliTE STaInLesS STEel sCissOrs, 13.344 
7077,CA-2017-167416,12/05/2017,17/05/2017,STAndARd clasS,jm-15580,jILL MATthIaS,CoNsuMer,UnITEd staTES,SEatTLe,WAsHingTOn,98105.0,WESt,oFF-EN-10001141,oFfIce SUPPlIES,enVELoPES,"MaNiLA rEcycLeD eXtrA-hEAVyweight CLasP enVElOpes, 6"" x 9""", 54.9 
7078,ca-2017-106950,02/09/2017,06/09/2017,sTANDARd ClASS,je-15715,jOe eLiJAH,cOnsUmER,UnITeD states,ChaRLoTTE,noRTh CaRoLina,28205.0,SoUTH,oFF-bi-10000014,OFfICE supPLieS,binDeRS,heavy-dUTy E-z-D BiNDers, 22.911 
7079,ca-2017-106950,02/09/2017,06/09/2017,STANDArD CLAsS,JE-15715,JOe ELIjah,cOnSuMeR,UnITed States,CHARlOtte,NOrTh CaroLINa,28205.0,SOutH,oFF-ap-10000159,officE suPPLIEs,apPlIaNcES,bELKiN f9M820V08 8 Outlet suRge, 309.456 
7080,Ca-2017-106950,02/09/2017,06/09/2017,stAndarD CLASS,Je-15715,jOe eLiJAH,cOnsuMer,uNiteD StateS,cHarLoTtE,nOrtH CArOlINA,28205.0,sOuth,oFF-Ar-10003560,oFFICe SUPplIEs,art,ZeBRa zazZLE FLuorEScEnT hiGhLIghteRS, 19.456 
7081,Ca-2017-106950,02/09/2017,06/09/2017,StanDArd CLasS,Je-15715,joE ELijah,cONsUMEr,UnITed StATeS,CHArLOtTE,norTh CaRoliNA,28205.0,soUTh,fur-Ta-10001768,furNITuRE,tabLES,HoN raceTRAck cOnFErENCe tablEs,472.518
7082,CA-2017-106950,02/09/2017,06/09/2017,sTAndard ClASS,Je-15715,jOe elIJAh,coNsUMEr,unItED StaTES,CHARLOTte,NoRth caRoLinA,28205.0,sOutH,tEC-AC-10002049,tEChnOLOgY,AcCESSoRieS,pLAntronIcS Savi w720 muLTi-devIce WiRelEsS HeadSet syStEM, 1012.68 
7083,Ca-2017-106950,02/09/2017,06/09/2017,STandaRd cLasS,je-15715,JoE ElijAH,ConsUmEr,uNIted STATes,ChArlOtTE,nOrTh cArolINA,28205.0,SOuTh,OFF-BI-10003166,oFfiCE SuppLiEs,BiNdeRs,GbC pLaSTicLEAR BiNdiNG CoVERS, 17.22 
7084,ca-2018-118724,21/07/2018,25/07/2018,secOnd clasS,aR-10825,anThoNY rawLES,cORPOratE,UnITEd StaTES,coNcOrd,CaLIFoRNiA,94521.0,weSt,oFF-AR-10003469,oFFice sUPPLIEs,arT,noNTOxIC chalk,3.52
7085,ca-2018-118724,21/07/2018,25/07/2018,sECoNd cLaSS,aR-10825,anTHony RawLeS,CorPORate,UNITeD sTAteS,COncoRD,calIFOrnia,94521.0,weSt,tEc-ph-10002549,TECHnOlOgY,phoNes,PoLYcOM SOunDpoiNT ip 450 voiP PHONe, 1626.192 
7086,ca-2018-112004,25/09/2018,28/09/2018,FiRST ClASs,aH-10075,aDaM harT,cORPOratE,uNiTEd STaTEs,CHESTEr,pENNsyLvania,19013.0,eaSt,OFf-bI-10003476,oFFiCE SuppLIes,bINDERS,AVery metALlIC PoLY BInDErS,8.595
7087,ca-2018-112004,25/09/2018,28/09/2018,FirSt cLasS,AH-10075,AdAM Hart,coRpOraTE,uNiTEd sTates,CheSTEr,peNnSylVAniA,19013.0,east,OFf-Su-10000157,offiCE SUppLIES,SUppliEs,cOmpAct AutoMatIC ElEcTric leTTer OPener,190.896
7088,Us-2018-143175,03/08/2018,06/08/2018,SECOnd CLaSs,GA-14515,GEOrGE ASHBRoOK,cONsUMer,UnItEd sTatES,Los ANgeLeS,CALiFoRNiA,90004.0,wEST,ofF-st-10003123,OFfice SupPlIeS,StOrAGe,fEllowES BAses and toPs FoR sTAxoNsTEel/HIGH-stAk sYSteMs,99.87
7089,Ca-2016-105844,25/10/2016,27/10/2016,SecoNd cLAsS,jF-15415,jEnNiFEr fErgUsOn,ConsumEr,UNIted StatES,spaRks,nevada,89431.0,WESt,Off-aR-10001955,OFfIce SuPPliEs,ART,nEWEll 319,79.36
7090,CA-2018-118864,15/06/2018,19/06/2018,seCond ClASs,kh-16690,KristeN hAsTINgs,corPorAte,UNitEd sTatEs,LoS angEleS,caLiFORniA,90032.0,WEsT,TEc-ph-10001809,TEchnoLoGy,PHOnes,paNaSonIC KX T7736-b DIgitaL phoNE,119.96
7091,ca-2016-119480,09/01/2016,13/01/2016,STAnDaRd cLAsS,CC-12685,craiG carRoLL,cONSumER,uNiTed sTAtEs,henDersON,KentUcky,42420.0,soUth,oFF-Pa-10000474,OFFicE supplies,paPer,eAsY-staple pAPEr,106.32
7092,cA-2016-119480,09/01/2016,13/01/2016,stANDArd ClASS,Cc-12685,CRAig CArRolL,CONsUmeR,UNITed States,hEnDErson,keNtUcKy,42420.0,SoUTH,ofF-ap-10001205,OffICe suPPlieS,APplIaNceS,BeLkIn 5 OuTLet suRgEMasTER PowEr CENters, 163.44 
7093,Ca-2016-119480,09/01/2016,13/01/2016,sTANdARd clasS,cC-12685,CRaig CArROLl,CoNSUmER,UnitED StaTeS,hENderSoN,kENTuCKY,42420.0,sOUTH,oFf-Ar-10004691,office SuPplIeS,art,bosTON 1730 StANDUP eleCtriC PencIL ShARpENEr,42.76
7094,ca-2016-119480,09/01/2016,13/01/2016,STaNDarD CLAsS,CC-12685,crAIG caRrOLL,cONsuMer,UnIteD StAteS,HeNDErSon,KeNtUCkY,42420.0,SOuTh,Off-pA-10004996,oFFiCE sUppLIES,PaPER,"SPEeDisET CARbONLess REdi-lETteR 7"" x 8 1/2""",51.55
7095,uS-2016-153374,09/02/2016,13/02/2016,sECoND CLaSS,jf-15565,jiLl fjeld,cONsUMEr,uNIted STATEs,DecaTUr,illINOiS,62521.0,centrAl,tEc-aC-10001908,TecHNoLogY,ACceSSoriES,lOgItECH wIrELESS hEadsEt h800, 479.952 
7096,ca-2017-101980,19/08/2017,20/08/2017,fIRSt ClASs,rp-19390,reSI pöLKInG,ConSumeR,unItED sTATES,NEw YorK CiTY,new yorK,10009.0,eAST,oFF-bI-10000666,oFFICe suPPLiEs,bINders,sUrElOCK pOsT BINdeRS, 146.688 
7097,Ca-2017-101980,19/08/2017,20/08/2017,FIRSt clAss,RP-19390,rEsI pöLKiNg,cOnsUMeR,UNitED STaTeS,NeW yORK CITy,New YOrk,10009.0,EasT,Off-bI-10004318,ofFICe SUpPlies,binDErS,IbIcO EB-19 Dual FuncTioN maNual bINDING SyStem,276.784
7098,cA-2017-101980,19/08/2017,20/08/2017,fiRSt CLass,Rp-19390,Resi PÖLKinG,ConSumeR,uniTED staTeS,New yorK city,NEw YOrK,10009.0,EAsT,off-bi-10003429,OfFiCe supPLIES,BinDers,"cardInaL holDIT! BindEr inSerT STRipS,exTra STRiPS",25.32
7099,Ca-2018-144596,06/11/2018,10/11/2018,STANdArd clAss,cD-11980,CarOL DARlEy,cOnsuMER,UNITeD STates,NEw yorK CItY,NEw YorK,10011.0,eAST,oFf-pa-10003302,offiCE SupPLieS,PApER,XErOx 1906,318.96
7100,Ca-2016-124933,26/12/2016,30/12/2016,SEcoNd CLASS,Df-13135,DAvID fLAShing,CoNSuMeR,uNItED sTAtEs,NEW yOrk CiTy,new York,10009.0,easT,OFf-pA-10003302,oFfICe SUPPLIEs,pAPEr,XEROX 1906,212.64
7101,cA-2015-159625,23/11/2015,28/11/2015,StandarD clASs,sm-20005,saLLy mAttHIAS,cONsuMER,uNITeD StAtes,ScOTtsDaLE,ariZonA,85254.0,WeST,OFf-en-10002621,OFFice SuppLIES,ENVeloPeS,STapLE Envelope,23.472
7102,Ca-2017-144337,01/08/2017,05/08/2017,secOnD CLAss,SG-20890,SusAN gILcReST,CoRPoraTE,uniTeD STatES,AMaRillO,TEXaS,79109.0,CeNTRal,ofF-Pa-10000249,OFfiCE SUpPLIES,pAPeR,eASY-sTapLe papeR, 19.648 
7103,cA-2015-117478,21/09/2015,24/09/2015,fIrSt Class,LH-16750,Larry HuGhes,CONSUMER,uNITED STaTES,PHIladeLPHIA,peNNSYlvaNia,19140.0,easT,off-Bi-10000050,ofFICe SUPplIeS,BindeRs,"AnGLE-D bINDERS wiTH lockIng rIngs, lAbEL HOLDerS", 6.57 
7104,CA-2018-147410,04/09/2018,08/09/2018,stanDArD claSS,Ej-14155,Eva jaCobs,COnSumeR,UNIted stATeS,santa aNa,CaLifORNIA,92704.0,wEST,oFF-St-10003805,ofFice SUpPlIEs,StOragE,"24 CApaCItY MAXI DAta biNdEr rAcks, PeArL", 421.1 
7105,Ca-2018-128944,19/06/2018,21/06/2018,SeCOND ClaSs,kH-16330,KAThaRINE HaRms,CorPoRATe,UnITed sTATeS,neWArK,OhiO,43055.0,eAsT,fuR-cH-10000785,fURNituRE,cHAiRS,GlobAL ERGONOMiC MAnageRs Chair, 760.116 
7106,ca-2018-128944,19/06/2018,21/06/2018,SeConD cLass,kh-16330,KaTHarine HarmS,cORPORAte,UniTed STaTES,neWark,ohIo,43055.0,east,fUR-Fu-10004909,fuRnItURe,fuRNiSHiNGS,ContEmpORaRY WOod/mEtAL FRAMe,38.784
7107,ca-2018-128944,19/06/2018,21/06/2018,SecONd CLAss,KH-16330,katHARiNe HarMs,coRPoRAte,UniTed STAtES,NEwARK,oHIo,43055.0,east,Tec-aC-10001553,technoLOGy,aCCEssoriEs,"MeMOReX 25gb 6x braNDeD BlU-RAy rEcORdABle dIsC, 15/PACK",122.328
7108,cA-2017-109666,19/04/2017,26/04/2017,stANdArd CLaSS,KM-16720,KUnst MilleR,consUMER,UNiTED sTatES,neW YoRK CItY,nEw yoRk,10035.0,EaSt,tEc-PH-10004774,TeCHnologY,pHOnES,gEar heAd au3700s HeAdSeT,25.98
7109,ca-2017-109666,19/04/2017,26/04/2017,STanDaRD CLaSS,Km-16720,KuNST millEr,CoNsUMER,UNIted StaTEs,new yoRK CitY,NeW yoRk,10035.0,eaST,off-aR-10004582,oFficE sUPpLIES,ART,biC bRItE lINer Grip HigHLIGHtErS,3.28
7110,Ca-2017-109666,19/04/2017,26/04/2017,sTAnDaRd clASS,KM-16720,KUNSt mIller,conSumEr,uniteD STatES,New yoRK CITY,new yORk,10035.0,EAsT,OFF-ST-10000991,oFfIcE suppLiES,StOraGE,spaCE SolutiONS HD INdusTRiAL SteeL ShelViNG.,459.88
7111,CA-2017-109666,19/04/2017,26/04/2017,sTandArd CLaSs,Km-16720,KuNSt MIlLer,CONsuMER,uNitED StaTes,NEw YORK cIty,NeW YOrK,10035.0,east,OFf-SU-10002522,ofFicE SuPplIes,SUPPLIeS,AcME Kleen EaRth offIcE sHEaRs, 7.76 
7112,Ca-2017-109666,19/04/2017,26/04/2017,stANdArd CLASs,km-16720,KuNst MillEr,CONSumEr,unitEd sTaTeS,nEW YorK CIty,NEW yoRk,10035.0,EAsT,oFF-ar-10004022,oFFiCE SupPliEs,ArT,paNasoNIC KP-380BK cLASsIC ELeCTriC PENCiL SHArpEneR,71.96
7113,CA-2017-109666,19/04/2017,26/04/2017,sTandArD cLAss,Km-16720,KUNsT miLLER,cONSUmER,UNItEd StATEs,NEW York cIty,New yORK,10035.0,eAsT,OFf-SU-10001218,oFfICE supPLIEs,suPPLIeS,FiSKars softGRIP sCISsORs, 54.9 
7114,CA-2017-109666,19/04/2017,26/04/2017,sTaNDard clAss,kM-16720,kUnsT MiLLER,CoNSumEr,uNItEd StATEs,neW YOrK CItY,NEw YOrk,10035.0,eAst,OfF-bI-10000174,OfFiCE suPplIeS,biNDeRs,"WILsoN JoNes ClIP & caRRY foldeR BiNDer tooL foR riNg binDERs, cLEaR",9.28
7115,uS-2017-102239,05/05/2017,06/05/2017,FiRST cLaSS,lW-16990,LindSAY WilLiAMs,COrPoRATe,uNITEd StAteS,HEndERsON,NEvAdA,89015.0,wesT,fUr-ta-10003392,FUrnIturE,tAbLES,GlobaL aDapTABILItIes cOnFeREncE taBlEs, 1685.88 
7116,uS-2017-102239,05/05/2017,06/05/2017,FiRsT claSs,lw-16990,lIndSay WIlliams,CORporATe,unITEd statES,heNdERSON,nEVaDa,89015.0,wESt,OFf-bi-10001890,OffICE sUPpLiES,BInDERs,avERy polY BInder poCKETS,5.728
7117,cA-2015-143168,18/10/2015,23/10/2015,SecOnd cLass,iG-15085,IvAN gIBSOn,consuMER,uNIteD STatEs,SEaTTle,WAShINgTOn,98103.0,wesT,Off-pa-10000167,oFfICE SupPlIES,paPeR,xEROx 1925, 61.96 
7118,CA-2015-143168,18/10/2015,23/10/2015,sEcond ClaSS,ig-15085,iVAn gIBSon,CONsUmer,UNIted StATES,sEAttLE,WAsHinGTOn,98103.0,WEST,Off-Bi-10003784,OFFice SuppliEs,bInders,computer PRinTOut inDex TaBS, 1.344 
7119,ca-2018-104906,13/02/2018,17/02/2018,sTANDard CLasS,JP-15460,JenniFer paTT,coRpORATE,uniTED sTAtEs,NeW YoRK ciTy,NeW YOrk,10009.0,eAst,off-pA-10001184,oFfIcE suppLieS,pAPER,XErOx 1903, 17.94 
7120,cA-2018-118122,17/11/2018,24/11/2018,staNdArD cLASS,GG-14650,gReG GUthrie,CorPoraTE,uNiTEd StaTes,SeATtlE,WaSHInGTon,98103.0,WeST,Off-bi-10002103,oFfIcE supPLIeS,bINdErs,"cardInaL SLaNt-d Ring BiNder, heavY GAugE vInYl",13.904
7121,US-2015-147774,20/01/2015,26/01/2015,STanDaRD Class,mm-18280,MuhAMmeD mAcINTYre,CorPOrATe,unITeD sTAteS,SMYRNa,tENNESseE,37167.0,SOUTH,off-bi-10003091,OFfiCE SupPLIEs,bINDErs,GbC DOcUBIND TL200 MANuAL bInDiNg mACHiNE, 67.194 
7122,Ca-2018-166926,01/12/2018,08/12/2018,staNdaRd clasS,so-20335,SeAn O'dOnnell,CONsuMEr,UNiTED sTaTES,sEaTTLe,WashinGton,98105.0,weST,Off-pA-10001593,oFFicE supplIEs,papeR,XeRoX 1947, 41.86 
7123,ca-2018-166926,01/12/2018,08/12/2018,stANDARD claSS,So-20335,SEAn o'DONNell,conSuMER,UNited staTES,sEatTLe,WaSHiNgtOn,98105.0,WEsT,fUr-BO-10002598,FUrNiture,bOokcASes,"hON metAl BOOKCASes, PuttY", 141.96 
7124,Ca-2016-128013,09/08/2016,16/08/2016,stANDaRD cLaSS,MF-18250,MoNiCa fEdErLE,cOrPOraTe,uNITEd sTateS,NEw York cITY,neW YORk,10035.0,eAST,fUR-FU-10000320,FuRNITURe,furNISHiNGS,OiC StaCkINg TRAyS,10.02
7125,cA-2016-128013,09/08/2016,16/08/2016,StAnDarD CLAsS,mF-18250,moniCa fEDERLe,coRPORatE,uNited StateS,New yoRK ciTy,nEW YoRk,10035.0,eAst,Off-pA-10001815,OffIce SupPLIEs,paper,xERoX 1885, 144.12 
7126,CA-2017-123176,27/09/2017,29/09/2017,seCOnD ClASS,jg-15160,jAMEs GALang,ConsUMEr,UNiTEd STAtEs,atlaNTA,gEOrGiA,30318.0,SOUth,OFf-pa-10003971,oFfICe sUPPLIEs,PaPEr,xeRoX 1965, 17.94 
7127,CA-2017-123176,27/09/2017,29/09/2017,SeCoND CLASS,jg-15160,JamES GALANg,conSUmer,unitED STateS,ATlAnta,geORGia,30318.0,soUth,off-ar-10004685,ofFice sUppliEs,arT,"BiNnEY & sMith CrAYola MetaLLIc cOlOred PencilS, 8-cOlOr SeT", 13.89 
7128,US-2017-117541,14/11/2017,20/11/2017,StAnDarD clASS,JM-16195,jUSTin MacKENdrIck,coNsumer,UNiTed sTAtES,neWARk,deLAwAre,19711.0,easT,ofF-pA-10001609,Office SuPpLiES,PAPer,topS WiREbOUNd mESsaGE Log bOoKs, 16.45 
7129,us-2017-117541,14/11/2017,20/11/2017,stAndArD cLasS,jm-16195,JuStiN mackENdRICk,conSUMeR,UNITeD STAteS,neWArk,dElawaRe,19711.0,EAsT,fur-FU-10000550,fUrNItUrE,fUrnIshinGS,StaCKiNg tRays BY oIc, 19.92 
7130,cA-2017-166282,16/04/2017,22/04/2017,sTaNDArD ClaSS,pk-19075,PeTE Kriz,cOnSumeR,uniteD StATES,NashviLle,tEnnEsSee,37211.0,SouTH,TEc-aC-10004209,tEcHNoLoGY,aCCesSOriEs,MeMOreX FROgGy Flash DrIvE 4 gB, 35.168 
7131,cA-2017-166282,16/04/2017,22/04/2017,STANdarD cLaSS,Pk-19075,petE KRiZ,ConSumER,UnItED StaTeS,nashvilLE,TeNNesSeE,37211.0,SOutH,ofF-Pa-10003022,oFfiCe suPpLies,papeR,STanDarD Line “wHILE YOu weRe ouT” HARdBOUNd TeLepHONe MessAge BOOk,123.088
7132,ca-2018-141439,26/11/2018,01/12/2018,STanDArd ClASS,Tt-21460,tOnJa turnELl,hOMe OFFiCe,UNitED STAteS,riChmOND,IndiANA,47374.0,ceNTRal,FUR-ta-10001039,fuRniTure,tabLes,ki adjuStAble-hEigHT tABLe, 257.94 
7133,Ca-2018-141439,26/11/2018,01/12/2018,STANdard ClAss,tT-21460,Tonja TUrNeLl,hOME oFfiCe,UNiTED stATEs,rIcHmOnd,iNdiana,47374.0,CENtrAl,teC-Ph-10002624,TEchNOloGY,PhONeS,sAmsuNg GalaXY s4 MInI,1879.96
7134,cA-2018-141439,26/11/2018,01/12/2018,STanDArd CLASS,Tt-21460,TONjA TuRNEll,home offICe,uniTed STatEs,ricHMoNd,IndIAna,47374.0,cenTRAl,FuR-FU-10001473,furnItuRE,FuRniShingS,DAx wOOd DoCUmEnt FramE, 27.46 
7135,Ca-2018-141439,26/11/2018,01/12/2018,StANdard ClaSS,TT-21460,tONja tuRNell,hOmE offICe,UniTed StAtes,RICHmoND,iNdiAna,47374.0,CEntrAl,tEc-Ph-10001819,teChNoloGy,PHONeS,Innergie MmiNI cOmbO DUO usB TRAVeL ChARGING kIt,89.98
7136,CA-2018-141439,26/11/2018,01/12/2018,STaNdArD ClAss,tT-21460,tonjA TURNell,hOmE offiCE,UNiteD sTatES,rIchMoNd,INDiAna,47374.0,CenTraL,fUR-CH-10004287,fUrNItURe,cHAirs,saFCO ArcO fOldING ChaIr,828.6
7137,CA-2016-163965,20/11/2016,27/11/2016,sTaNDard claSS,sS-20875,suNg SHARIari,cONsuMER,UNiTeD STatES,MIami,FLOrida,33180.0,sOuTh,Off-BI-10004728,offICE SuPplieS,BIndeRS,WilsOn JonEs TuRn Tabs bindEr tool fOR RiNG BIndERS,7.23
7138,ca-2016-163965,20/11/2016,27/11/2016,STAndarD CLASS,ss-20875,SuNg SHArIARI,CoNSUMEr,uNITed STAtES,MiAmI,FlOriDA,33180.0,SOUTH,oFf-st-10000918,OfFICE sUpPLIeS,storAge,crATe-A-fIles, 17.44 
7139,Ca-2016-163965,20/11/2016,27/11/2016,sTandArD ClAsS,SS-20875,sUNG SHaRiarI,cOnSuMEr,UnitEd STATeS,MIAmi,FLOriDa,33180.0,SOUTh,Off-Bi-10004593,oFfiCE SUPplIEs,bINdeRs,IBIcO lAsER IMPriNTabLE BINDIng SYSTEM CoVeRs, 62.88 
7140,cA-2016-163965,20/11/2016,27/11/2016,stAnDArd ClaSS,sS-20875,suNG shariArI,coNSUmeR,unitED sTAtEs,mIAMI,floRIDa,33180.0,SoUTh,fUr-bo-10001337,FURNItuRe,booKcASEs,o'suLLIvaN LIVING dIMENsIONS 2-SHelf BOoKcaSES, 290.352 
7141,Ca-2018-128783,07/09/2018,07/09/2018,sAME DaY,tg-21640,tRudy gLOcKe,conSuMer,united StaTEs,sAINT ChaRLES,miSSOURI,63301.0,CENtRaL,tEC-aC-10002473,teCHnOLOGY,AccessorIEs,mAxeLL 4.7Gb DVd-r, 113.52 
7142,ca-2018-128783,07/09/2018,07/09/2018,SAME DaY,tg-21640,TRUdY GlOckE,coNsumeR,united StAteS,sAint CHaRleS,mISSOURI,63301.0,cEntRAL,fuR-fu-10003623,FuRniTuRE,FUrNIshiNGS,"DATaprOductS AMPlI magnifier TaSk LAMP, BlACk,",135.3
7143,CA-2015-122217,24/11/2015,29/11/2015,StAnDARd ClASs,hP-14815,hAROLd PAWLAN,Home OFfiCE,UniTeD StAtes,VIrGiniA bEacH,viRgINiA,23464.0,SOUTH,FUR-fU-10002045,fURNiTuRe,FuRNisHiNgs,"eXecutiVe iMpREsSIONs 14""",111.15
7144,uS-2018-141558,11/03/2018,16/03/2018,StaNdARD cLass,mH-17290,MaRC HArrIgAn,hOMe OfFICE,UNiTEd STAteS,pHILaDelphIa,PennSyLVaniA,19140.0,EaSt,TEC-ph-10002555,technoloGy,pHONes,NortEl MERidiAN m5316 dIGITal pHoNE,776.85
7145,us-2018-141558,11/03/2018,16/03/2018,sTaNdArD CLaSs,Mh-17290,MARC HarrIGAN,hOmE oFFICE,uniteD StaTEs,PhILADelpHia,PEnNsylvANia,19140.0,EASt,OFF-BI-10002794,OfFICE suPPlIEs,BINders,"avErY TRAPeZOid rinG BIndeR, 3"" cAPAcitY, BlAcK, 1040 SheeTs", 12.294 
7146,uS-2018-141558,11/03/2018,16/03/2018,StaNdaRd cLass,Mh-17290,marC haRRIGaN,HoMe OffICE,UnItEd STateS,PhILADElphIA,pEnNsYlvANiA,19140.0,eAsT,FuR-tA-10004086,furnITUrE,TaBleS,KI aDjUsTaBle-hEIgHT tABLE,154.764
